Gene stable ID	Zea mays paralogue gene stable ID	Evalue	Paralogue last common ancestor with Zea mays	Paralogue %id. target Zea mays gene identical to query gene	Paralogue %id. query gene identical to target Zea mays gene	Paralogue dN with Zea mays	Paralogue dS with Zea mays
Zm00001d041780	Zm00001d031840	4e-24	05_Magnoliophyta	34.384	38.961	0.2808	121.6968
Zm00001d023387	Zm00001d008484	1e-21	12_Zea mays	53.3784	39.6985	0.3841	2.2896
Zm00001d016879	Zm00001d013400	9e-84	07_Petrosaviidae	66.1157	66.8524	0.1874	4.3949
Zm00001d043611	Zm00001d039496	1e-63	09_Poaceae	31.962	40.4	0.3416	105.3951
Zm00001d052149	Zm00001d018199	6e-17	11_Andropogoneae	88.4134	88.1234	0.0557	0.1359
Zm00001d019280	Zm00001d005459	4e-46	03_Embryophyta	51.6667	50	0.3531	3.9019
Zm00001d048817	Zm00001d048807	2e-84	12_Zea mays	86.4662	90.5512	0.0543	0.0664
Zm00001d016601	Zm00001d015175	0.0	09_Poaceae	54.2149	50.8527	0.306	84.1491
Zm00001d025132	Zm00001d015917	1e-72	09_Poaceae	87.6712	90.1408	0.0473	2.4914
Zm00001d026357	Zm00001d018619	1e-80	07_Petrosaviidae	40.0531	28.7072	0.4376	20.7007
Zm00001d035880	Zm00001d002882	2e-120	12_Zea mays	84.375	39.6088	0.0835	0.4825
Zm00001d043623	Zm00001d011736	5e-101	09_Poaceae	39.7112	21.4008	0.5188	80.0813
Zm00001d027946	Zm00001d006263	1e-78	05_Magnoliophyta	38.8262	38.6517	0.4138	120.457
Zm00001d048373	Zm00001d020069	2e-63	02_Viridiplantae	25.0909	24.6869	0.7764	11.2202
Zm00001d016197	Zm00001d008724	0.0	05_Magnoliophyta	52.8	52.381	0.3668	62.0795
Zm00001d041330	Zm00001d013216	6e-14	09_Poaceae	31.8841	29.3333	0.5617	6.7607
Zm00001d046583	Zm00001d036567	1e-85	06_Mesangiospermae	72.7778	60.6481	0.087	0.4832
Zm00001d040004	Zm00001d038717	7e-45	07_Petrosaviidae	43.6242	40.625	0.3186	110.9166
Zm00001d051736	Zm00001d031273	7e-29	09_Poaceae	21.8182	24.9135	0.5348	100.8925
Zm00001d038063	Zm00001d036830	1e-107	04_Tracheophyta	42.5974	27.8438	0.4902	8.6328
Zm00001d013175	Zm00001d007977	6e-20	09_Poaceae	44.586	42.6829	0.3507	18.3508
Zm00001d046654	Zm00001d025628	3e-57	07_Petrosaviidae	32.1016	44.4089	0.4696	9.2195
Zm00001d028007	Zm00001d014286	0.0	09_Poaceae	72.4878	71.649	0.1712	0.9813
Zm00001d035816	Zm00001d018265	8e-78	12_Zea mays	85.5422	45.3674	0.0534	0.2911
Zm00001d043205	Zm00001d026271	1e-18	05_Magnoliophyta	37.9747	40.5405	0.3409	32.5108
Zm00001d028410	Zm00001d012292	3e-110	05_Magnoliophyta	45.1524	38.2629	0.3649	128.83971
Zm00001d039037	Zm00001d011426	2e-47	06_Mesangiospermae	67.4868	58.006	0.2046	1.8722
Zm00001d014601	Zm00001d005279	1e-88	09_Poaceae	37.8882	46.7433	0.3862	15.2463
Zm00001d045335	Zm00001d010269	3e-76	09_Poaceae	23.4586	28.0828	0.7567	8.8909
Zm00001d045404	Zm00001d036978	1e-71	05_Magnoliophyta	44.4816	48.3636	0.3682	11.9746
Zm00001d045696	Zm00001d017928	0.0	09_Poaceae	64.7154	66.8908	0.1928	0.9304
Zm00001d043216	Zm00001d043211	0.0	12_Zea mays	70.3377	74.9609	0.1077	0.2018
Zm00001d042778	Zm00001d004913	1e-88	08_commelinids	47.6562	51.2605	0.3829	5.082
Zm00001d041004	Zm00001d026131	0.0	05_Magnoliophyta	55.3879	49.7099	0.3129	28.0924
Zm00001d034510	Zm00001d007475	1e-35	03_Embryophyta	6.61972	11.0588	1.8155	65.3949
Zm00001d051720	Zm00001d051715	5e-66	12_Zea mays	88.0952	63.7931	0.0948	0.2447
Zm00001d053695	Zm00001d017613	2e-13	05_Magnoliophyta	30.1471	31.6847	0.5502	113.4806
Zm00001d041267	Zm00001d012393	0.0	12_Zea mays	96.2547	95.1852	0.0174	0.2824
Zm00001d033405	Zm00001d030020	3e-108	01_Eukaryota	36.7159	35.0352	0.6017	5.6507
Zm00001d034111	Zm00001d017124	7e-51	05_Magnoliophyta	24.1309	23.4592	0.8135	67.9369
Zm00001d040456	Zm00001d028988	0.0	06_Mesangiospermae	28.438	50.4518	0.2936	18.5326
Zm00001d033799	Zm00001d028905	0.0	03_Embryophyta	48.2759	47.0284	0.4568	60.9493
Zm00001d025010	Zm00001d010141	2e-19	01_Eukaryota	13.9053	18.775	1.0979	39.591
Zm00001d028560	Zm00001d016928	2e-105	03_Embryophyta	33.3333	31.7891	0.6483	23.7574
Zm00001d002282	Zm00001d002175	0.0	05_Magnoliophyta	40.4455	38.4615	0.4851	75.3469
Zm00001d047522	Zm00001d005060	7e-31	02_Viridiplantae	9.17431	55.0459	0.2835	8.4318
Zm00001d003364	Zm00001d003357	4e-16	08_commelinids	32.6531	35.2941	0.3191	97.7365
Zm00001d043895	Zm00001d038691	1e-151	09_Poaceae	59.5238	61.3079	0.2494	2.1588
Zm00001d052770	Zm00001d052033	0.0	09_Poaceae	57.228	49.6124	0.2812	2.0754
Zm00001d041866	Zm00001d004791	3e-29	09_Poaceae	17.3077	35.122	0.3358	110.524
Zm00001d043253	Zm00001d032408	0.0	09_Poaceae	52.6995	51.139	0.2904	2.9096
Zm00001d029321	Zm00001d029314	0.0	09_Poaceae	55.5556	56.25	0.2524	3.0877
Zm00001d042269	Zm00001d019461	6e-26	03_Embryophyta	24.6719	16.8459	0.8193	63.0458
Zm00001d053877	Zm00001d045348	4e-44	12_Zea mays	97.4576	97.4576	0.0084	0
Zm00001d013525	Zm00001d006872	3e-16	10_Panicoideae	24.8619	45.4545	0.5503	0.9072
Zm00001d041690	Zm00001d023853	6e-53	09_Poaceae	40.8284	15.3675	0.6606	1.3643
Zm00001d028377	Zm00001d014926	5e-67	09_Poaceae	95.6522	83.3333	0.0304	2.1133
Zm00001d026394	Zm00001d002149	0.0	12_Zea mays	95.8559	95.8559	0.0204	0.1475
Zm00001d053619	Zm00001d017276	0.0	09_Poaceae	74.7045	44.8864	0.0722	0.3716
Zm00001d031364	Zm00001d031349	9e-137	12_Zea mays	94.198	68.4864	0.0296	0.16
Zm00001d022501	Zm00001d002724	2e-37	09_Poaceae	16.1959	55.4839	0.3154	100.4909
Zm00001d020280	Zm00001d019165	6e-116	03_Embryophyta	34.3874	35.729	0.5829	61.8949
Zm00001d041703	Zm00001d023919	0.0	11_Andropogoneae	97.7131	98.3264	0.0078	0.1627
Zm00001d012220	Zm00001d010228	4e-133	09_Poaceae	45.9459	41.4634	0.3471	2.5626
Zm00001d045162	Zm00001d024810	4e-60	10_Panicoideae	36.5517	27.1795	0.6248	1.729
Zm00001d039880	Zm00001d039415	4e-105	06_Mesangiospermae	45.3947	33.414	0.4056	105.829
Zm00001d050307	Zm00001d005684	6e-28	09_Poaceae	52.6627	51.1494	0.3202	1.9548
Zm00001d019560	Zm00001d017495	3e-138	09_Poaceae	67.2078	70.4082	0.1428	1.603
Zm00001d010659	Zm00001d006479	0.0	05_Magnoliophyta	62.5	61.2053	0.2202	86.2729
Zm00001d039245	Zm00001d008794	1e-31	04_Tracheophyta	27.7264	27.7778	0.4936	93.0552
Zm00001d048544	Zm00001d029872	0.0	09_Poaceae	65.4618	66.5306	0.1929	0.9036
Zm00001d030701	Zm00001d013135	2e-13	01_Eukaryota	11.2069	20.2492	0.8588	75.5239
Zm00001d017533	Zm00001d017135	1e-59	09_Poaceae	52.4116	37.2998	0.2546	98.099
Zm00001d053358	Zm00001d043989	1e-147	07_Petrosaviidae	56.7901	57.2139	0.3082	2.0404
Zm00001d033983	Zm00001d026632	9e-61	05_Magnoliophyta	30.2139	42.6415	0.42	11.0037
Zm00001d043116	Zm00001d005016	3e-57	08_commelinids	30.9524	35.9296	0.4459	3.3656
Zm00001d032300	Zm00001d020279	2e-149	09_Poaceae	51.6461	51.0163	0.346	30.1433
Zm00001d024522	Zm00001d004095	7e-41	09_Poaceae	38.7597	32.5733	0.3653	19.3282
Zm00001d045088	Zm00001d037080	0.0	09_Poaceae	43.0097	46.2422	0.4145	97.8736
Zm00001d037514	Zm00001d000279	4e-88	06_Mesangiospermae	79.1908	28.3644	0.1737	0.2301
Zm00001d046972	Zm00001d036631	5e-137	12_Zea mays	95.3488	92.3423	0.0226	0.1727
Zm00001d046598	Zm00001d024135	4e-66	12_Zea mays	21.5318	53.0249	0.4761	0.8176
Zm00001d005936	Zm00001d003499	3e-34	05_Magnoliophyta	38.6768	39.1753	0.3629	99.3679
Zm00001d048634	Zm00001d023933	5e-109	09_Poaceae	53.4759	52.2193	0.294	2.0233
Zm00001d046598	Zm00001d010854	0.0	12_Zea mays	91.763	86.9863	0.0344	0.0272
Zm00001d033248	Zm00001d016170	9e-12	01_Eukaryota	17.8654	24.1379	0.9165	76.4314
Zm00001d024855	Zm00001d018043	5e-132	01_Eukaryota	32.129	33.8315	0.6815	31.5025
Zm00001d035683	Zm00001d011080	4e-29	11_Andropogoneae	71.831	69.863	0.1745	11.2765
Zm00001d038436	Zm00001d012475	3e-44	10_Panicoideae	69.5	44.5513	0.1589	2.6458
Zm00001d026120	Zm00001d021344	3e-40	09_Poaceae	22.0588	16.8224	0.618	2.7477
Zm00001d039160	Zm00001d002950	1e-64	01_Eukaryota	10.3718	19.5572	1.0228	65.2357
Zm00001d044264	Zm00001d002305	1e-146	12_Zea mays	82.2742	57.4766	0.0854	0.1007
Zm00001d032046	Zm00001d012641	4e-122	05_Magnoliophyta	44.1905	43.4457	0.3792	14.2945
Zm00001d052781	Zm00001d007240	1e-33	03_Embryophyta	20.317	23.8176	0.8525	22.4703
Zm00001d043291	Zm00001d039195	0.0	05_Magnoliophyta	62.3158	64.2082	0.2122	47.9359
Zm00001d038397	Zm00001d006813	9e-59	02_Viridiplantae	52.809	45.8537	0.2267	136.7867
Zm00001d040501	Zm00001d023774	3e-53	12_Zea mays	52.381	46.9512	0.3881	1.6874
Zm00001d034112	Zm00001d027627	0.0	05_Magnoliophyta	46.9281	45.2711	0.3831	115.8084
Zm00001d050865	Zm00001d024421	4e-145	09_Poaceae	52.1084	61.7857	0.2477	1.9419
Zm00001d052306	Zm00001d041941	0.0	06_Mesangiospermae	49.2896	56.5872	0.2677	5.6201
Zm00001d050123	Zm00001d005513	3e-88	09_Poaceae	55.1205	60.396	0.2775	1.1881
Zm00001d033464	Zm00001d031146	9e-36	09_Poaceae	65.0485	60.3604	0.1973	2.4773
Zm00001d046629	Zm00001d015613	5e-20	09_Poaceae	52.3511	58.5965	0.2701	1.2419
Zm00001d049349	Zm00001d007255	5e-167	06_Mesangiospermae	49.2329	56.6613	0.2342	50.0876
Zm00001d029459	Zm00001d026266	3e-20	04_Tracheophyta	26.2069	33.0435	0.6344	26.9664
Zm00001d046444	Zm00001d016438	0.0	09_Poaceae	84.0777	83.7524	0.0768	2.2953
Zm00001d020989	Zm00001d009288	0.0	09_Poaceae	80.1115	84.0156	0.0982	0.2594
Zm00001d031023	Zm00001d001781	2e-141	09_Poaceae	34.5185	34.2144	0.4303	28.9244
Zm00001d040629	Zm00001d010026	1e-34	09_Poaceae	69.437	65.5696	0.232	0.7007
Zm00001d039316	Zm00001d018781	1e-44	05_Magnoliophyta	31.0458	39.0947	0.4709	79.2756
Zm00001d037586	Zm00001d009783	0.0	12_Zea mays	88.5559	92.8571	0.034	0.1598
Zm00001d052032	Zm00001d033108	4e-151	01_Eukaryota	50.2092	32.345	0.4919	0.8029
Zm00001d049428	Zm00001d000018	3e-120	09_Poaceae	75.9825	76.9911	0.1568	1.6982
Zm00001d038613	Zm00001d012607	2e-27	03_Embryophyta	90.9091	19.7044	0.0574	4.2903
Zm00001d040567	Zm00001d024762	0.0	09_Poaceae	68.0435	67.6026	0.1852	2.5868
Zm00001d038545	Zm00001d008278	1e-104	12_Zea mays	83.8926	98.4252	0.0111	2.2566
Zm00001d046684	Zm00001d004708	2e-34	09_Poaceae	25.5051	25.4408	0.6325	11.7308
Zm00001d036663	Zm00001d036655	0.0	12_Zea mays	91.7188	86.4507	0.0138	0.0316
Zm00001d044203	Zm00001d018516	0.0	05_Magnoliophyta	48.3929	33.1296	0.4274	61.0867
Zm00001d017289	Zm00001d002232	0.0	12_Zea mays	94.7867	87.9121	0.0285	0.0636
Zm00001d033062	Zm00001d006494	3e-157	08_commelinids	64.7173	58.5538	0.1986	2.8614
Zm00001d014765	Zm00001d002806	1e-34	08_commelinids	30.1408	41.4729	0.3561	118.1364
Zm00001d041823	Zm00001d037199	8e-115	03_Embryophyta	52.9652	48.4112	0.3492	65.8175
Zm00001d043812	Zm00001d005239	9e-47	05_Magnoliophyta	37.0056	37.7522	0.4723	93.0516
Zm00001d052389	Zm00001d011972	1e-47	09_Poaceae	37.7212	36.7061	0.5224	87.0583
Zm00001d033953	Zm00001d023985	1e-45	12_Zea mays	96.124	19.9357	0.0186	0.0091
Zm00001d046790	Zm00001d027343	0.0	12_Zea mays	59.1985	60.4089	0.2519	0.3577
Zm00001d044954	Zm00001d023933	7e-101	09_Poaceae	61.6352	51.1749	0.2022	1.7821
Zm00001d036918	Zm00001d013302	6e-38	05_Magnoliophyta	42.9293	37.2807	0.3158	9.6159
Zm00001d049213	Zm00001d038630	2e-103	09_Poaceae	58.8	55.2632	0.2481	4.0994
Zm00001d005538	Zm00001d004215	2e-28	09_Poaceae	52.1523	33.944	0.337	1.0491
Zm00001d037550	Zm00001d027411	5e-106	05_Magnoliophyta	45.6583	49.5441	0.3932	139.01601
Zm00001d040190	Zm00001d022516	9e-78	05_Magnoliophyta	40.7166	47.3485	0.4375	25.1818
Zm00001d028384	Zm00001d026552	1e-32	09_Poaceae	42.3077	61.1111	0.0822	0.5136
Zm00001d028819	Zm00001d022567	0.0	09_Poaceae	66.6078	66.6078	0.1775	2.3646
Zm00001d026488	Zm00001d002020	8e-153	07_Petrosaviidae	52.7094	43.6735	0.3309	127.0528
Zm00001d053236	Zm00001d050514	7e-93	12_Zea mays	99.1489	99.1489	0.0032	0.0373
Zm00001d053331	Zm00001d007431	8e-78	12_Zea mays	88.6179	88.6179	0.0597	0.0898
Zm00001d042837	Zm00001d010116	2e-64	09_Poaceae	63.6225	62.8571	0.2042	4.0049
Zm00001d026398	Zm00001d002143	0.0	12_Zea mays	77.6699	72.8929	0.1085	0.6389
Zm00001d042591	Zm00001d041781	2e-82	07_Petrosaviidae	51.4925	48.0836	0.2801	2.2294
Zm00001d045182	Zm00001d002755	5e-151	09_Poaceae	57.438	58.8983	0.2985	1.1377
Zm00001d039884	Zm00001d011226	4e-45	01_Eukaryota	31.0976	30	0.6982	60.2172
Zm00001d032373	Zm00001d007572	3e-118	05_Magnoliophyta	30.3732	28.0285	0.6531	3.1364
Zm00001d035067	Zm00001d003563	2e-131	09_Poaceae	52.9801	52.1739	0.2765	26.7297
Zm00001d043954	Zm00001d009688	1e-129	07_Petrosaviidae	37.585	49.7748	0.2516	3.3215
Zm00001d044823	Zm00001d040724	9e-150	05_Magnoliophyta	41.2873	44.4257	0.4812	25.1591
Zm00001d050883	Zm00001d028910	1e-99	12_Zea mays	80.597	20.1493	0.0684	0.0639
Zm00001d046029	Zm00001d017570	5e-133	09_Poaceae	38.8724	53.5787	0.3107	3.9864
Zm00001d054070	Zm00001d033158	1e-66	09_Poaceae	40.04	35.8423	0.466	4.3295
Zm00001d034739	Zm00001d033555	3e-151	11_Andropogoneae	93.9394	95.5947	0.022	0.1625
Zm00001d039686	Zm00001d012728	8e-21	03_Embryophyta	21.6549	21.0616	1.0445	7.9135
Zm00001d019562	Zm00001d006510	2e-51	09_Poaceae	67.1053	97.1429	0.0145	2.3383
Zm00001d038671	Zm00001d015955	5e-19	06_Mesangiospermae	40.796	41.4665	0.4612	2.8401
Zm00001d033751	Zm00001d005306	0.0	05_Magnoliophyta	75.1227	73.0892	0.1515	5.5308
Zm00001d053782	Zm00001d029822	1e-80	01_Eukaryota	21.2521	44.1781	0.5254	61.6372
Zm00001d051018	Zm00001d006198	1e-21	03_Embryophyta	18.5771	18.5039	0.8006	81.5275
Zm00001d017043	Zm00001d003322	8e-65	09_Poaceae	55.0661	55.0661	0.2761	0.9939
Zm00001d032867	Zm00001d015376	2e-26	01_Eukaryota	13.9222	23.1343	1.079	12.1084
Zm00001d032385	Zm00001d010157	3e-154	03_Embryophyta	41.3927	52.8395	0.2046	0.3461
Zm00001d023992	Zm00001d003197	3e-44	09_Poaceae	61.6352	44.1441	0.2025	120.9171
Zm00001d027833	Zm00001d022241	3e-12	09_Poaceae	39.4904	22.0641	0.4005	104.6167
Zm00001d040324	Zm00001d009965	4e-48	05_Magnoliophyta	37.6884	26.8817	0.4884	90.9066
Zm00001d034605	Zm00001d019216	1e-13	10_Panicoideae	40.7563	37.1647	0.4078	32.1397
Zm00001d040726	Zm00001d027875	4e-69	03_Embryophyta	38.2263	37.7644	0.5589	62.3791
Zm00001d037815	Zm00001d024819	9e-33	01_Eukaryota	16.9231	18.6893	1.0251	64.4879
Zm00001d024903	Zm00001d014792	0.0	01_Eukaryota	49.5798	43.8119	0.3799	111.0553
Zm00001d019081	Zm00001d007234	8e-46	05_Magnoliophyta	47.7157	37.6	0.3031	0.9674
Zm00001d024852	Zm00001d024851	0.0	12_Zea mays	98.4127	98.4127	0.0062	0.0503
Zm00001d017808	Zm00001d007417	5e-61	02_Viridiplantae	17.3777	20.2424	0.9864	61.109
Zm00001d025397	Zm00001d025389	0.0	12_Zea mays	49.1936	99.026	0.0044	0.0173
Zm00001d043158	Zm00001d034022	0.0	05_Magnoliophyta	49.1936	93.1298	0.0335	22.4133
Zm00001d030573	Zm00001d014255	0.0	12_Zea mays	67.5234	62.8261	0.2514	0.5166
Zm00001d031109	Zm00001d018829	9e-45	09_Poaceae	33.6493	42.0118	0.3972	65.0379
Zm00001d042279	Zm00001d003878	0.0	09_Poaceae	79.9523	78.271	0.1011	4.167
Zm00001d043902	Zm00001d025514	1e-27	05_Magnoliophyta	32.3899	26.2755	0.4659	4.3087
Zm00001d018752	Zm00001d014793	0.0	05_Magnoliophyta	51.3983	53.5141	0.3008	112.4851
Zm00001d047849	Zm00001d018595	0.0	08_commelinids	62.0609	46.7372	0.2607	2.3924
Zm00001d044516	Zm00001d009762	1e-99	08_commelinids	55.8904	68.6869	0.1677	2.2369
Zm00001d033420	Zm00001d022106	7e-34	05_Magnoliophyta	46.2406	25.4658	0.4098	8.1534
Zm00001d051550	Zm00001d002452	3e-110	09_Poaceae	53.8627	49.703	0.2532	1.098
Zm00001d027558	Zm00001d006476	0.0	01_Eukaryota	68.2617	70.0401	0.1671	4.252
Zm00001d046599	Zm00001d036755	4e-29	01_Eukaryota	1.96078	1.68067	7.1064	11.6629
Zm00001d007892	Zm00001d006107	6e-56	01_Eukaryota	31.1295	30.2139	0.7834	57.098
Zm00001d018764	Zm00001d018711	3e-167	12_Zea mays	62.5616	34.0483	0.2462	0.4062
Zm00001d049718	Zm00001d008997	6e-49	05_Magnoliophyta	31.1558	17.5389	0.6455	14.378
Zm00001d035553	Zm00001d012438	0.0	09_Poaceae	62.8852	60.4307	0.2177	6.3246
Zm00001d043095	Zm00001d013449	2e-34	05_Magnoliophyta	10.5099	19.5736	0.9006	64.9473
Zm00001d034887	Zm00001d025747	1e-118	03_Embryophyta	42.1569	35.2459	0.3628	21.2686
Zm00001d054034	Zm00001d050790	2e-37	05_Magnoliophyta	20.8711	33.9233	0.4816	19.5893
Zm00001d012742	Zm00001d012469	7e-50	12_Zea mays	84.6715	84.6715	0.0695	0.1022
Zm00001d024348	Zm00001d015429	9e-147	06_Mesangiospermae	63.7838	62.5995	0.2345	2.0679
Zm00001d044117	Zm00001d011515	2e-24	08_commelinids	46.2366	48.8636	0.3242	6.9076
Zm00001d028829	Zm00001d015464	2e-95	05_Magnoliophyta	38.523	29.5559	0.543	10.7948
Zm00001d037656	Zm00001d037653	2e-138	12_Zea mays	74.3034	76.1905	0.1343	1.0025
Zm00001d045456	Zm00001d036072	0.0	11_Andropogoneae	69.4352	66.3492	0.1638	0.3997
Zm00001d026650	Zm00001d006371	0.0	06_Mesangiospermae	59.6098	60.3755	0.2647	4.2278
Zm00001d019670	Zm00001d018014	4e-165	03_Embryophyta	48.1589	39.4132	0.3925	47.7999
Zm00001d039042	Zm00001d018856	0.0	12_Zea mays	42.9975	57.947	0.1581	0.3282
Zm00001d025005	Zm00001d005439	9e-179	09_Poaceae	51.5351	59.0452	0.2549	114.2369
Zm00001d031321	Zm00001d014711	0.0	12_Zea mays	59.695	96.4789	0.0148	0.0251
Zm00001d024412	Zm00001d021385	0.0	09_Poaceae	71.1016	70.0987	0.1853	1.9973
Zm00001d039043	Zm00001d008189	0.0	05_Magnoliophyta	59.2157	54.025	0.2894	63.2006
Zm00001d019000	Zm00001d018989	0.0	12_Zea mays	90.8416	90.8416	0.0454	0.0264
Zm00001d029120	Zm00001d007139	0.0	09_Poaceae	60.8348	64.8061	0.2266	1.1115
Zm00001d015205	Zm00001d010240	3e-22	01_Eukaryota	18.8995	20.4134	1.0322	59.877
Zm00001d046941	Zm00001d024199	5e-119	04_Tracheophyta	35.614	32.5843	0.5178	65.7905
Zm00001d052312	Zm00001d032503	1e-48	05_Magnoliophyta	14.9254	25.5319	0.7664	64.5272
Zm00001d044088	Zm00001d019632	4e-27	05_Magnoliophyta	28.9604	51.7699	0.3738	3.2382
Zm00001d048055	Zm00001d021598	4e-133	05_Magnoliophyta	49.9002	37.9939	0.3634	117.224
Zm00001d037313	Zm00001d018647	0.0	05_Magnoliophyta	24.739	52.4702	0.3576	4.6618
Zm00001d046322	Zm00001d016199	5e-122	09_Poaceae	49.1525	46.5241	0.3397	9.4162
Zm00001d052061	Zm00001d015474	0.0	09_Poaceae	65.6958	62.5578	0.225	3.1697
Zm00001d016703	Zm00001d004903	2e-14	09_Poaceae	37.5723	21.7391	0.5569	9.6409
Zm00001d025857	Zm00001d021445	1e-49	09_Poaceae	91.8519	72.5146	0.0323	1.1492
Zm00001d049528	Zm00001d036267	3e-70	11_Andropogoneae	46.4883	48.7719	0.3783	0.7197
Zm00001d050992	Zm00001d029190	2e-90	05_Magnoliophyta	53.0675	52.5836	0.3788	12.5924
Zm00001d030011	Zm00001d017150	8e-16	01_Eukaryota	12.0833	16.6348	1.2242	63.3579
Zm00001d038605	Zm00001d010690	4e-11	09_Poaceae	39.3235	38.75	0.5616	3.9893
Zm00001d033140	Zm00001d031370	2e-102	12_Zea mays	46.8852	65.5963	0.1904	0.2357
Zm00001d040875	Zm00001d005753	2e-66	12_Zea mays	94.4	94.4	0.0214	0
Zm00001d014606	Zm00001d014601	1e-118	09_Poaceae	59.6215	58.6957	0.2494	1.5784
Zm00001d015231	Zm00001d007509	3e-161	03_Embryophyta	49.4929	46.4762	0.3156	58.0722
Zm00001d019233	Zm00001d000202	3e-37	01_Eukaryota	39.9103	38.8646	0.5681	62.6456
Zm00001d047214	Zm00001d029409	0.0	12_Zea mays	82.8715	83.0808	0.0841	0.2207
Zm00001d033988	Zm00001d026512	1e-46	07_Petrosaviidae	27.5229	26.087	0.7485	89.4785
Zm00001d028085	Zm00001d021988	2e-21	06_Mesangiospermae	27.3649	27.4576	0.6788	4.4117
Zm00001d043333	Zm00001d013624	4e-92	09_Poaceae	45.9155	47.5219	0.3754	63.6163
Zm00001d026269	Zm00001d024325	8e-145	09_Poaceae	85.2941	61.1446	0.0883	0.8945
Zm00001d039094	Zm00001d028406	0.0	03_Embryophyta	58.1532	54.1133	0.262	157.58569
Zm00001d045947	Zm00001d014202	4e-36	12_Zea mays	33.7553	62.9921	0.2613	0.8041
Zm00001d052640	Zm00001d003852	5e-21	09_Poaceae	40.2027	36.0606	0.4025	36.1192
Zm00001d027859	Zm00001d002121	2e-12	06_Mesangiospermae	61.6279	50.9615	0.29	8.6823
Zm00001d041405	Zm00001d033967	3e-73	08_commelinids	22.6337	28.7958	0.9111	2.1547
Zm00001d042507	Zm00001d014489	1e-154	03_Embryophyta	43.9583	42.6263	0.471	15.1234
Zm00001d026266	Zm00001d018942	1e-19	12_Zea mays	63.913	91.3043	0.056	0.0942
Zm00001d010863	Zm00001d007357	9e-177	05_Magnoliophyta	49.1525	50.6108	0.4096	6.4677
Zm00001d050319	Zm00001d028473	4e-19	03_Embryophyta	24.0458	18.2081	0.9572	3.737
Zm00001d027613	Zm00001d003035	5e-24	09_Poaceae	28.3708	36.3309	0.3848	8.1975
Zm00001d045842	Zm00001d020887	3e-95	09_Poaceae	39.6104	39.0192	0.417	36.5459
Zm00001d031270	Zm00001d018097	6e-88	05_Magnoliophyta	52.5478	49.8489	0.2788	22.5353
Zm00001d003502	Zm00001d001882	1e-95	12_Zea mays	100	100	0	0
Zm00001d046020	Zm00001d039304	1e-121	09_Poaceae	46.3557	45.6241	0.3654	1.8739
Zm00001d040755	Zm00001d031682	6e-122	10_Panicoideae	39.1989	40.5325	0.4659	1.4793
Zm00001d044261	Zm00001d039467	1e-100	05_Magnoliophyta	40.625	39.2354	0.2383	131.9821
Zm00001d038755	Zm00001d008892	3e-24	09_Poaceae	45.0413	45.0413	0.4499	5.9661
Zm00001d043378	Zm00001d037461	8e-56	03_Embryophyta	29.7872	35.6164	0.5812	2.9951
Zm00001d053890	Zm00001d053775	2e-52	09_Poaceae	24.4813	35.6495	0.549	65.3653
Zm00001d029686	Zm00001d026140	2e-180	05_Magnoliophyta	43.0279	40.9091	0.4157	132.97321
Zm00001d041963	Zm00001d023978	2e-30	02_Viridiplantae	40	41.2214	0.4186	62.0702
Zm00001d018924	Zm00001d011473	9e-68	06_Mesangiospermae	43.9462	21.4677	0.4292	5.7799
Zm00001d015893	Zm00001d011963	0.0	01_Eukaryota	25.5663	43.828	0.4748	66.8672
Zm00001d008795	Zm00001d006137	2e-156	09_Poaceae	52.9412	53.0526	0.3188	9.3318
Zm00001d022250	Zm00001d021363	3e-48	05_Magnoliophyta	22.4359	35.9589	0.5894	55.739
Zm00001d039315	Zm00001d029120	4e-138	03_Embryophyta	35.1962	26.2877	0.5522	66.5409
Zm00001d021957	Zm00001d006713	3e-151	12_Zea mays	74.0061	77.5641	0.1061	0.2525
Zm00001d049148	Zm00001d013737	8e-80	05_Magnoliophyta	34.0045	36.5385	0.5334	59.9556
Zm00001d031130	Zm00001d013136	2e-26	04_Tracheophyta	33.1412	26.9637	0.6811	62.268
Zm00001d020282	Zm00001d020280	0.0	09_Poaceae	66.4122	68.7747	0.2012	1.7783
Zm00001d042549	Zm00001d017101	1e-27	05_Magnoliophyta	25.6293	30.3523	0.6168	6.9946
Zm00001d040554	Zm00001d039532	1e-36	04_Tracheophyta	23.9243	25.4113	0.5942	13.8293
Zm00001d031027	Zm00001d029144	0.0	12_Zea mays	60.2369	63.1206	0.0242	0.2119
Zm00001d048953	Zm00001d046444	6e-103	05_Magnoliophyta	67.8363	67.5728	0.1859	124.5951
Zm00001d031607	Zm00001d019422	3e-91	06_Mesangiospermae	46	35.307	0.3209	54.2549
Zm00001d050981	Zm00001d008652	9e-77	08_commelinids	33.9869	67.5325	0.1354	0.5769
Zm00001d044564	Zm00001d009447	0.0	09_Poaceae	59.8639	62.6582	0.2705	1.8715
Zm00001d045742	Zm00001d037361	1e-70	12_Zea mays	77.0408	78.6458	0.1247	0.39
Zm00001d049103	Zm00001d041390	2e-21	05_Magnoliophyta	29.7959	27.6515	0.5851	116.4196
Zm00001d042737	Zm00001d008455	2e-91	12_Zea mays	73.8956	50.1362	0.1708	0.4274
Zm00001d050961	Zm00001d003292	0.0	09_Poaceae	83.2474	83.2474	0.1019	1.0462
