Gene stable ID	Zea mays paralogue gene stable ID	Evalue	Paralogue last common ancestor with Zea mays	Paralogue %id. target Zea mays gene identical to query gene	Paralogue %id. query gene identical to target Zea mays gene	Paralogue dN with Zea mays	Paralogue dS with Zea mays
Zm00001d017867	Zm00001d017864	0.0	12_Zea mays	99.1632	91.5058	0.0032	0.0256
Zm00001d046344	Zm00001d046342	0.0	11_Andropogoneae	80.1181	71.9081	0.1072	0.4786
Zm00001d034773	Zm00001d034771	0.0	12_Zea mays	99.5255	99.5255	0.0025	0.0962
Zm00001d032886	Zm00001d032885	4e-124	10_Panicoideae	67.8571	81.0427	0.1041	1.1269
Zm00001d047194	Zm00001d047192	0.0	11_Andropogoneae	80.663	79.7814	0.108	0.3133
Zm00001d022289	Zm00001d022282	2e-89	09_Poaceae	47.9224	45.5263	0.3744	2.8006
Zm00001d049844	Zm00001d049843	1e-81	12_Zea mays	97.5	97.5	0.0108	0.4465
Zm00001d016521	Zm00001d016516	6e-44	02_Viridiplantae	16.2338	9.82594	1.088	4.8981
Zm00001d007426	Zm00001d007421	0.0	12_Zea mays	77.8895	81.7511	0.0816	0.3434
Zm00001d002708	Zm00001d002705	0.0	10_Panicoideae	85.986	82.9151	0.0746	0.5519
Zm00001d039952	Zm00001d039947	0.0	12_Zea mays	90.3448	84.3348	0.0441	0.1149
Zm00001d051166	Zm00001d051163	0.0	09_Poaceae	86.7318	86.4902	0.0632	1.5104
Zm00001d039571	Zm00001d039569	4e-12	12_Zea mays	100	100	0	0
Zm00001d027821	Zm00001d027820	4e-58	12_Zea mays	80	76.3359	0.1065	0.115
Zm00001d020280	Zm00001d020277	9e-161	03_Embryophyta	60.6719	61.1554	0.268	59.922
Zm00001d003525	Zm00001d003524	4e-133	09_Poaceae	50.8333	55.6231	0.3045	7.3162
Zm00001d007757	Zm00001d007755	0.0	12_Zea mays	94.713	96.9088	0.0112	0.102
Zm00001d000020	Zm00001d000016	8e-59	09_Poaceae	48.3444	58.871	0.2702	2.0298
Zm00001d023908	Zm00001d023904	5e-103	12_Zea mays	65.873	70.0422	0.2782	0.3864
Zm00001d051096	Zm00001d051094	7e-41	12_Zea mays	37.8827	50.1689	0.1448	0.2762
Zm00001d039805	Zm00001d039803	2e-94	12_Zea mays	61.9048	61.9048	0.2176	0.6582
Zm00001d049428	Zm00001d049427	6e-163	12_Zea mays	98.2533	98.6842	0.0111	0.0633
Zm00001d029913	Zm00001d029907	6e-127	09_Poaceae	64.1304	64.8352	0.2066	1.3298
Zm00001d007493	Zm00001d007492	3e-131	06_Mesangiospermae	49.2891	96.2963	0.0228	0.04
Zm00001d008332	Zm00001d008331	0.0	12_Zea mays	88.3792	88.3792	0.0611	0.1701
Zm00001d042684	Zm00001d042680	7e-101	06_Mesangiospermae	32.9636	51.358	0.2946	98.1154
Zm00001d021099	Zm00001d021097	6e-120	12_Zea mays	61.6766	54.9333	0.2952	0.7248
Zm00001d032091	Zm00001d032088	9e-38	10_Panicoideae	78.0303	75.1825	0.1023	0.6701
Zm00001d015914	Zm00001d015912	2e-111	10_Panicoideae	82.3529	80.4598	0.0921	0.4942
Zm00001d017495	Zm00001d017493	1e-96	05_Magnoliophyta	56.4626	62.1723	0.2141	3.6775
Zm00001d047094	Zm00001d047093	6e-96	10_Panicoideae	60.5735	64.0152	0.1914	1.6159
Zm00001d002848	Zm00001d002845	4e-102	05_Magnoliophyta	10.0313	55.1724	0.2969	1.577
Zm00001d005823	Zm00001d005821	0.0	05_Magnoliophyta	62.2351	63.3333	0.1972	1.9546
Zm00001d002474	Zm00001d002473	0.0	12_Zea mays	82.7789	90	0.0472	0.1017
Zm00001d008413	Zm00001d008412	0.0	12_Zea mays	88.2122	88.1256	0.0599	0.14
Zm00001d025607	Zm00001d025599	0.0	12_Zea mays	96.7742	89.33	0.0123	0.1521
Zm00001d001835	Zm00001d001833	0.0	11_Andropogoneae	79.5259	82.5503	0.0645	0.3154
Zm00001d024595	Zm00001d024594	0.0	12_Zea mays	97.8261	97.1761	0.0029	0.039
Zm00001d016613	Zm00001d016607	1e-71	10_Panicoideae	32.4459	40.3727	0.5504	0.6737
Zm00001d030803	Zm00001d030801	0.0	12_Zea mays	86.7647	66.1435	0.0675	0.1695
Zm00001d043740	Zm00001d043738	2e-127	09_Poaceae	47.5207	61.3333	0.1927	98.9835
Zm00001d040912	Zm00001d040911	0.0	12_Zea mays	88.8889	73.8007	0.059	0.2724
Zm00001d039807	Zm00001d039805	1e-53	10_Panicoideae	56.1798	59.5238	0.1772	0.4518
Zm00001d018692	Zm00001d018690	0.0	11_Andropogoneae	48.4787	70.5015	0.1838	0.3612
Zm00001d034454	Zm00001d034446	0.0	12_Zea mays	98.0728	69.4992	0.0122	0.0379
Zm00001d033462	Zm00001d033460	2e-44	12_Zea mays	80	81.4815	0.096	0.2965
Zm00001d017033	Zm00001d017032	2e-13	11_Andropogoneae	59.6491	70.8333	0.1705	2.2797
Zm00001d004887	Zm00001d004794	3e-100	12_Zea mays	70.7692	70.0508	0.2009	0.1893
Zm00001d012377	Zm00001d012375	0.0	12_Zea mays	93.6232	96.4179	0.0093	0.0536
Zm00001d020495	Zm00001d020492	2e-43	07_Petrosaviidae	40.9774	36.0927	0.3934	7.1765
Zm00001d025355	Zm00001d025354	0.0	06_Mesangiospermae	59.4549	58.8533	0.2459	5.2891
Zm00001d036068	Zm00001d036066	0.0	12_Zea mays	75.3176	62.406	0.118	0.3623
Zm00001d025598	Zm00001d025596	5e-78	05_Magnoliophyta	20.1566	63.9752	0.2371	0.6695
Zm00001d028741	Zm00001d028740	6e-81	12_Zea mays	100	100	0	0
Zm00001d019035	Zm00001d019034	5e-37	11_Andropogoneae	50.7937	52.459	0.3288	0.9365
Zm00001d044936	Zm00001d044934	0.0	09_Poaceae	58.087	59.2199	0.2366	1.9775
Zm00001d028349	Zm00001d028347	9e-101	05_Magnoliophyta	48.2036	48.0597	0.3833	21.5268
Zm00001d037398	Zm00001d037397	0.0	09_Poaceae	54.3446	52.5641	0.3199	3.5955
Zm00001d032721	Zm00001d032719	0.0	09_Poaceae	72.7034	68.2266	0.1454	1.6541
Zm00001d029582	Zm00001d029581	0.0	09_Poaceae	71.7172	70.8229	0.1441	2.3628
Zm00001d053944	Zm00001d053942	0.0	12_Zea mays	91.3043	96.2357	0.0139	0.0552
Zm00001d052627	Zm00001d052625	0.0	10_Panicoideae	71.179	73.9229	0.1288	1.1178
Zm00001d016351	Zm00001d016350	4e-49	11_Andropogoneae	24.7758	43.8492	0.4982	1.0746
Zm00001d049427	Zm00001d049420	8e-166	12_Zea mays	98.6842	98.6842	0.0065	0.0295
Zm00001d036241	Zm00001d036238	1e-133	09_Poaceae	53.2258	52.2427	0.2908	5.0337
Zm00001d023287	Zm00001d023284	2e-155	12_Zea mays	84.6154	88.7719	0.035	0.0944
Zm00001d032870	Zm00001d032868	0.0	09_Poaceae	58.7209	58.8921	0.2481	6.1154
Zm00001d035605	Zm00001d035604	6e-12	10_Panicoideae	51.9878	46.1957	0.2553	1.4601
Zm00001d033516	Zm00001d033514	3e-53	11_Andropogoneae	60.6509	65.2866	0.2006	1.1692
Zm00001d025598	Zm00001d025592	0.0	12_Zea mays	78.6693	99.2593	0.0039	0.0095
Zm00001d017276	Zm00001d017275	0.0	09_Poaceae	87.358	85.5355	0.059	1.9208
Zm00001d046518	Zm00001d046517	0.0	12_Zea mays	100	100	0	0
Zm00001d039285	Zm00001d039280	1e-103	09_Poaceae	35.5556	42.8954	0.5192	3.1794
Zm00001d008487	Zm00001d008477	8e-113	12_Zea mays	89.8374	32.5479	0.0522	0.1726
Zm00001d047785	Zm00001d047784	4e-99	12_Zea mays	97.7049	97.7049	0.0109	0.0231
Zm00001d044043	Zm00001d044040	7e-90	09_Poaceae	40.1985	42.9708	0.4183	37.1971
Zm00001d031381	Zm00001d031372	0.0	12_Zea mays	95.4397	37.0417	0.0062	0.0399
Zm00001d035714	Zm00001d035713	6e-94	09_Poaceae	62.2159	58.0902	0.2211	13.2741
Zm00001d023213	Zm00001d023210	0.0	12_Zea mays	85.7685	85.6061	0.0663	0.1764
Zm00001d021936	Zm00001d021935	0.0	09_Poaceae	73.0469	72.9045	0.1337	1.6431
Zm00001d015019	Zm00001d015018	1e-25	11_Andropogoneae	47.4747	34.8148	0.3588	2.1315
Zm00001d016431	Zm00001d016427	9e-77	12_Zea mays	60.688	88.5305	0.0563	0.2566
Zm00001d042090	Zm00001d042088	6e-87	09_Poaceae	70.6294	23.6811	0.1844	1.2496
Zm00001d020308	Zm00001d020306	2e-38	09_Poaceae	52.795	24.7813	0.3109	3.9702
Zm00001d005680	Zm00001d005678	0.0	10_Panicoideae	74.9451	74.7807	0.1223	0.9204
Zm00001d025388	Zm00001d025383	0.0	12_Zea mays	90.9661	90.399	0.0425	0.18
Zm00001d017329	Zm00001d017326	7e-171	09_Poaceae	51.8519	52.4655	0.3015	1.8776
Zm00001d019259	Zm00001d019258	3e-115	06_Mesangiospermae	48.5043	47.6891	0.3317	7.1014
Zm00001d016844	Zm00001d016841	3e-21	10_Panicoideae	58.1176	61.4428	0.2421	2.902
Zm00001d014603	Zm00001d014601	5e-124	09_Poaceae	61.875	61.4907	0.2316	2.3095
Zm00001d002019	Zm00001d002013	2e-135	07_Petrosaviidae	47.8261	46.9194	0.3547	116.4161
Zm00001d032797	Zm00001d032794	6e-140	09_Poaceae	45.0292	38.4359	0.3573	139.0126
Zm00001d045260	Zm00001d045258	4e-35	12_Zea mays	39.4928	40.3704	0.3661	0.3614
Zm00001d042102	Zm00001d042099	3e-79	09_Poaceae	61.0837	54.386	0.2334	100.2305
Zm00001d037205	Zm00001d037204	4e-73	05_Magnoliophyta	49.1071	50.4587	0.3433	4.6199
Zm00001d039119	Zm00001d039118	2e-23	09_Poaceae	45.045	52.0833	0.2714	136.4767
Zm00001d040660	Zm00001d040659	2e-23	10_Panicoideae	57.8431	64.8352	0.2244	0.5686
Zm00001d023677	Zm00001d023673	0.0	12_Zea mays	94.3709	94.6844	0.0218	0.2238
Zm00001d048726	Zm00001d048723	3e-111	06_Mesangiospermae	61.6071	52.2727	0.2182	97.5288
Zm00001d023554	Zm00001d023551	8e-71	12_Zea mays	9.26259	96.2617	0.0167	0.0271
Zm00001d040064	Zm00001d040060	1e-121	09_Poaceae	58.651	43.0108	0.2205	0.7566
Zm00001d011345	Zm00001d011340	4e-11	12_Zea mays	87.5	84	0.0829	0.2115
Zm00001d031639	Zm00001d031638	5e-110	05_Magnoliophyta	46.1369	46.6518	0.3318	113.5386
Zm00001d017869	Zm00001d017866	0.0	12_Zea mays	99.5699	99.1435	0.0016	0.056
Zm00001d025609	Zm00001d025603	2e-69	05_Magnoliophyta	27.6699	46.3415	0.0808	0.3722
Zm00001d003240	Zm00001d003237	4e-122	12_Zea mays	84.1026	77.3585	0.1168	0.0959
Zm00001d046186	Zm00001d046184	2e-146	07_Petrosaviidae	62.8483	64.8562	0.2115	4.1384
Zm00001d033694	Zm00001d033686	6e-96	12_Zea mays	66.25	81.9588	0.0536	0.1587
Zm00001d017480	Zm00001d017477	1e-38	06_Mesangiospermae	43.4211	35.7401	0.3561	93.9407
Zm00001d034388	Zm00001d034387	0.0	10_Panicoideae	80.2766	80.2766	0.1113	0.6029
Zm00001d002631	Zm00001d002625	5e-160	03_Embryophyta	44.1077	41.0658	0.4706	4.8169
Zm00001d039574	Zm00001d039572	3e-92	12_Zea mays	79.7872	81.5217	0.1118	0.3485
Zm00001d013067	Zm00001d013066	2e-42	12_Zea mays	68.4211	69.7318	0.1937	0.8063
Zm00001d012900	Zm00001d012899	5e-39	09_Poaceae	71.9745	64.5714	0.1679	0.7387
Zm00001d015592	Zm00001d015589	4e-129	09_Poaceae	60.2362	62.8337	0.2047	2.1164
Zm00001d049439	Zm00001d049430	1e-130	12_Zea mays	97.2028	60.9649	0.0235	0.0421
Zm00001d014973	Zm00001d014968	0.0	12_Zea mays	95.5752	95.5752	0.0219	0.0565
Zm00001d005910	Zm00001d005905	2e-84	08_commelinids	46.4832	43.1818	0.3754	121.1095
Zm00001d050198	Zm00001d050196	1e-162	12_Zea mays	100	100	0	0
Zm00001d050921	Zm00001d050920	7e-146	12_Zea mays	99.0868	99.0868	0.004	0.0345
Zm00001d002224	Zm00001d002204	5e-150	12_Zea mays	100	100	0	0
Zm00001d034461	Zm00001d034460	8e-123	09_Poaceae	46.2604	60.9489	0.297	2.1188
Zm00001d026371	Zm00001d026370	4e-146	10_Panicoideae	63.7681	64.1399	0.1913	0.996
Zm00001d032557	Zm00001d032550	8e-170	12_Zea mays	98.7603	98.7603	0.0057	0.0106
Zm00001d007471	Zm00001d007470	1e-39	12_Zea mays	87.4074	87.4074	0.0483	0.0291
Zm00001d035101	Zm00001d035100	0.0	12_Zea mays	97.6415	80.8594	0.0092	0.9198
Zm00001d016087	Zm00001d016085	1e-15	12_Zea mays	35.3191	51.5528	0.4293	0.6613
Zm00001d003471	Zm00001d003469	0.0	09_Poaceae	53.6804	58.2846	0.2467	3.915
Zm00001d012251	Zm00001d012248	5e-35	11_Andropogoneae	18.6207	13.2353	0.734	1.7445
Zm00001d018763	Zm00001d018761	7e-13	12_Zea mays	92.3077	92.3077	0.0335	0.0386
Zm00001d037999	Zm00001d037998	7e-94	12_Zea mays	87.2852	79.1277	0.0573	0.0762
Zm00001d002231	Zm00001d002217	0.0	12_Zea mays	93.1718	71.9388	0.038	0.0948
Zm00001d003144	Zm00001d003142	0.0	10_Panicoideae	64.4444	68.5039	0.1805	1.2016
Zm00001d002814	Zm00001d002812	2e-51	09_Poaceae	24.3243	29.5082	0.9051	1.2972
Zm00001d028151	Zm00001d028144	0.0	09_Poaceae	70.229	70.0952	0.151	1.7598
Zm00001d006937	Zm00001d006936	0.0	12_Zea mays	97.319	72.4551	0.0108	0.0886
Zm00001d047658	Zm00001d047656	0.0	12_Zea mays	97.8593	97.8593	0.0095	0.0153
Zm00001d052357	Zm00001d052355	4e-20	09_Poaceae	22.807	13.9037	0.5955	8.9756
Zm00001d043256	Zm00001d043253	0.0	10_Panicoideae	67.1625	68.8967	0.1683	1.1271
Zm00001d020741	Zm00001d020736	2e-106	09_Poaceae	52.2427	57.2254	0.3155	125.4022
Zm00001d004305	Zm00001d004301	0.0	03_Embryophyta	58.9147	56.8224	0.2594	54.7076
Zm00001d051695	Zm00001d051693	9e-173	10_Panicoideae	64.0301	74.2358	0.1262	0.9597
Zm00001d044763	Zm00001d044762	0.0	12_Zea mays	84.9604	84.2932	0.0765	0.1457
Zm00001d049291	Zm00001d049290	5e-76	12_Zea mays	92.8571	92.126	0.0324	0.245
Zm00001d032797	Zm00001d032795	0.0	10_Panicoideae	61.9883	65.7025	0.1874	1.5563
Zm00001d012023	Zm00001d012021	2e-98	09_Poaceae	48	22.5806	0.4104	7.2305
Zm00001d042799	Zm00001d042796	4e-105	12_Zea mays	100	100	0	0
Zm00001d051710	Zm00001d051708	1e-60	12_Zea mays	70.1389	90.991	0.0474	0.0857
Zm00001d036270	Zm00001d036267	4e-169	12_Zea mays	86.2676	85.9649	0.065	0.1117
Zm00001d008990	Zm00001d008987	0.0	12_Zea mays	91.4019	91.573	0.0347	0.2122
Zm00001d024871	Zm00001d024867	2e-95	06_Mesangiospermae	27.1557	30.8931	0.5883	81.2338
Zm00001d015217	Zm00001d015216	0.0	12_Zea mays	63.7755	97.2763	0.0143	0.0874
Zm00001d006140	Zm00001d006137	1e-153	09_Poaceae	56.5909	52.4211	0.25	9.9606
Zm00001d023336	Zm00001d023332	9e-19	09_Poaceae	17.8322	15.7407	1.0346	4.94
Zm00001d047395	Zm00001d047392	0.0	12_Zea mays	92.5287	85.1852	0.0567	0.068
Zm00001d014456	Zm00001d014451	0.0	09_Poaceae	77.2973	75.5016	0.1319	0.5621
Zm00001d027622	Zm00001d027621	3e-107	05_Magnoliophyta	40.6069	37.5668	0.4274	62.2695
Zm00001d015499	Zm00001d015495	1e-118	12_Zea mays	81.0924	76.8159	0.1194	0.1656
Zm00001d006280	Zm00001d006277	2e-94	12_Zea mays	100	100	0	0
Zm00001d003357	Zm00001d003353	1e-17	10_Panicoideae	32.3529	44.4444	0.2121	0.466
Zm00001d010782	Zm00001d010779	9e-87	12_Zea mays	24.8521	94.382	0.0299	0.0964
Zm00001d038052	Zm00001d038049	1e-166	09_Poaceae	76.7857	76.7857	0.1116	1.2966
Zm00001d002485	Zm00001d000443	0.0	12_Zea mays	88.4615	88.579	0.0557	0.1065
Zm00001d033861	Zm00001d033859	5e-29	07_Petrosaviidae	42.7778	42.8969	0.3006	4.444
Zm00001d007819	Zm00001d007815	4e-109	12_Zea mays	97.8947	78.481	0.0091	0.0784
Zm00001d046226	Zm00001d046225	0.0	05_Magnoliophyta	22.505	86.8217	0.0372	0.0706
Zm00001d018340	Zm00001d018336	0.0	09_Poaceae	66.4773	64.1682	0.2132	0.8244
Zm00001d003469	Zm00001d003468	0.0	09_Poaceae	42.4951	57.9787	0.2815	3.0629
Zm00001d003397	Zm00001d003396	0.0	12_Zea mays	100	100	0	0
Zm00001d014630	Zm00001d014628	3e-84	12_Zea mays	78.5425	87.7828	0.0418	0.2655
Zm00001d013109	Zm00001d013105	0.0	06_Mesangiospermae	63.871	67.8082	0.1843	61.7467
Zm00001d037877	Zm00001d037875	0.0	12_Zea mays	100	100	0	0
Zm00001d053531	Zm00001d053529	2e-27	12_Zea mays	90.5405	85.8974	0.0441	0.1403
Zm00001d005909	Zm00001d005905	1e-83	09_Poaceae	43.2133	44.3182	0.3687	109.6293
Zm00001d036098	Zm00001d036097	3e-164	09_Poaceae	47.68	55.597	0.3191	1.171
Zm00001d048987	Zm00001d048985	2e-34	09_Poaceae	45.098	41.0714	0.373	112.23
Zm00001d006277	Zm00001d006275	4e-50	09_Poaceae	55.3846	52.5547	0.2564	2.7284
Zm00001d031953	Zm00001d031951	3e-52	12_Zea mays	100	100	0	0
Zm00001d015054	Zm00001d015053	0.0	12_Zea mays	94.5993	93.4595	0.0188	0.0724
Zm00001d018184	Zm00001d018181	0.0	12_Zea mays	99.3651	99.3651	0.0022	0
Zm00001d042178	Zm00001d042175	4e-37	12_Zea mays	69.8324	85.034	0.09	0.2204
Zm00001d025565	Zm00001d025561	1e-94	12_Zea mays	79.8578	79.108	0.0647	0.1844
Zm00001d021757	Zm00001d021755	0.0	11_Andropogoneae	69.8842	74.9482	0.1349	0.7123
Zm00001d052435	Zm00001d052434	0.0	08_commelinids	51.1036	59.252	0.2748	2.2525
Zm00001d038913	Zm00001d038911	8e-20	09_Poaceae	45.9184	44.5545	0.3983	0.923
Zm00001d002199	Zm00001d002198	0.0	12_Zea mays	57.1255	88.6578	0.0148	0.0461
Zm00001d025923	Zm00001d025922	5e-80	10_Panicoideae	71.3826	71.3826	0.1766	0.9364
Zm00001d033711	Zm00001d033710	2e-66	11_Andropogoneae	87.6923	87.0229	0.053	0.343
Zm00001d019059	Zm00001d019057	7e-69	09_Poaceae	41.1765	40.4959	0.43	92.9061
Zm00001d039931	Zm00001d039926	5e-166	09_Poaceae	33.5287	42.2452	0.3399	10.5537
Zm00001d044967	Zm00001d044966	2e-108	09_Poaceae	44.5676	45.3725	0.3643	109.7132
Zm00001d003024	Zm00001d003022	7e-77	12_Zea mays	83.8983	89.1892	0.0493	0.2283
Zm00001d034324	Zm00001d034322	1e-121	10_Panicoideae	47.8166	31.0198	0.247	2.323
Zm00001d035161	Zm00001d035157	0.0	09_Poaceae	76.9976	70.0441	0.1085	1.1155
Zm00001d015220	Zm00001d015217	7e-81	12_Zea mays	80.9524	56.3776	0.1405	0.3177
Zm00001d045412	Zm00001d045410	1e-134	12_Zea mays	72.093	95.8763	0.0174	0.0377
Zm00001d043469	Zm00001d043468	0.0	12_Zea mays	97.6974	97.6974	0.011	0.0377
Zm00001d036069	Zm00001d036068	1e-73	09_Poaceae	33.439	38.294	0.47	13.161
Zm00001d018857	Zm00001d018855	7e-86	09_Poaceae	54.2683	48.3696	0.2976	95.9804
Zm00001d003023	Zm00001d003021	0.0	12_Zea mays	99.0789	99.0789	0.0041	0.0057
Zm00001d029933	Zm00001d029932	0.0	12_Zea mays	90.4762	89.4118	0.0414	0.5392
Zm00001d019033	Zm00001d019030	6e-17	11_Andropogoneae	55.0562	36.5672	0.2942	0.7056
Zm00001d002211	Zm00001d002205	0.0	12_Zea mays	99.5604	99.3421	0.0021	0.005
Zm00001d046322	Zm00001d046319	0.0	09_Poaceae	53.484	53.9924	0.3173	6.2675
Zm00001d028561	Zm00001d028557	8e-58	09_Poaceae	84.9057	85.443	0.0538	1.5326
Zm00001d023541	Zm00001d023539	1e-23	09_Poaceae	24.4411	35.5748	0.5351	1.4329
Zm00001d003954	Zm00001d003950	7e-180	10_Panicoideae	65.9794	43.0252	0.2228	0.918
Zm00001d014557	Zm00001d014555	0.0	09_Poaceae	50.3536	41.4435	0.4164	19.6942
Zm00001d031870	Zm00001d031868	3e-44	11_Andropogoneae	12.766	8.82353	1.436	78.6015
Zm00001d029586	Zm00001d029584	3e-43	09_Poaceae	40.3433	52.809	0.2908	8.1099
Zm00001d016056	Zm00001d016054	1e-80	12_Zea mays	74.7788	68.1452	0.1411	0.2525
Zm00001d013955	Zm00001d013950	2e-74	10_Panicoideae	33.7104	65.6388	0.2239	1.0143
Zm00001d033579	Zm00001d033574	3e-19	05_Magnoliophyta	25.1282	25.7895	0.6514	120.9257
Zm00001d024382	Zm00001d024379	6e-133	09_Poaceae	65.1246	63.986	0.1885	7.7851
Zm00001d037023	Zm00001d037019	7e-16	09_Poaceae	24.1758	25.5814	0.5901	81.7825
Zm00001d007343	Zm00001d007341	1e-60	09_Poaceae	59.1241	44.0217	0.1931	92.6705
Zm00001d045341	Zm00001d045340	8e-64	09_Poaceae	66.1972	39.8305	0.2141	1.9291
Zm00001d016396	Zm00001d016395	6e-161	09_Poaceae	45.4188	39.4318	0.3724	0.9754
Zm00001d015825	Zm00001d015821	0.0	12_Zea mays	91.2393	98.1609	0.0069	0.0649
Zm00001d028252	Zm00001d028249	2e-137	11_Andropogoneae	66.5468	78.7234	0.1302	0.7104
Zm00001d048417	Zm00001d048416	6e-150	09_Poaceae	60.8796	63.0695	0.215	1.8649
Zm00001d047334	Zm00001d047330	7e-30	09_Poaceae	42.2222	50.2645	0.2627	106.9474
Zm00001d016777	Zm00001d016773	0.0	12_Zea mays	98.1865	98.1865	0.0073	0.0165
Zm00001d051099	Zm00001d051096	0.0	12_Zea mays	79.112	100	0	0
Zm00001d004758	Zm00001d004754	4e-39	09_Poaceae	42.0455	41.3408	0.4229	45.821
Zm00001d047146	Zm00001d047142	2e-173	12_Zea mays	98.8848	98.8848	0.0044	0.059
Zm00001d039928	Zm00001d039924	4e-167	12_Zea mays	85.3147	85.614	0.075	0.187
Zm00001d018701	Zm00001d018700	0.0	11_Andropogoneae	73.6487	75.9582	0.1178	0.6491
Zm00001d028170	Zm00001d028167	1e-57	03_Embryophyta	35.5392	37.6623	0.5055	136.0215
Zm00001d031158	Zm00001d031157	1e-82	11_Andropogoneae	82.1839	80.791	0.1007	6.2782
Zm00001d012368	Zm00001d012366	0.0	12_Zea mays	99.4203	99.4203	0.0022	0.0483
Zm00001d046493	Zm00001d046492	2e-54	09_Poaceae	52.8239	55.7895	0.2939	0.9975
Zm00001d017841	Zm00001d017840	6e-85	11_Andropogoneae	84.9866	81.9121	0.0622	0.7886
Zm00001d036551	Zm00001d000361	0.0	12_Zea mays	92.2727	78.53	0.037	0.0769
Zm00001d047656	Zm00001d047651	0.0	12_Zea mays	97.8593	97.8593	0.0095	0.0153
Zm00001d016307	Zm00001d016306	9e-67	10_Panicoideae	60.5023	59.6847	0.2422	115.9345
Zm00001d002351	Zm00001d002350	0.0	12_Zea mays	75.7627	82.6248	0.0881	0.1888
Zm00001d023907	Zm00001d023906	2e-20	09_Poaceae	31.3333	14.5963	0.731	4.9877
Zm00001d023494	Zm00001d023492	0.0	12_Zea mays	92.8251	92.8251	0.0467	0.0492
Zm00001d042231	Zm00001d042229	3e-18	11_Andropogoneae	55.9524	53.4091	0.3409	0.5251
Zm00001d019274	Zm00001d019271	3e-86	12_Zea mays	88.1081	87.1658	0.0659	0.1669
Zm00001d043066	Zm00001d043063	1e-21	07_Petrosaviidae	20.4167	18.6312	0.734	3.0625
Zm00001d026171	Zm00001d026169	2e-118	10_Panicoideae	75.3846	50.3425	0.1155	1.0226
Zm00001d029089	Zm00001d029085	9e-108	12_Zea mays	69.2771	94.2623	0.0359	0.1435
Zm00001d003861	Zm00001d003859	0.0	09_Poaceae	62.2279	58.9806	0.2403	8.8913
Zm00001d018764	Zm00001d018759	5e-153	12_Zea mays	66.5025	38.4068	0.2013	0.3388
Zm00001d033063	Zm00001d033062	0.0	08_commelinids	74.8	72.9045	0.1393	2.743
Zm00001d003237	Zm00001d003234	2e-20	10_Panicoideae	25.9434	29.7297	0.8107	1.4377
Zm00001d029243	Zm00001d029241	3e-175	09_Poaceae	65.3333	65.458	0.1839	1.5823
Zm00001d044433	Zm00001d044432	0.0	09_Poaceae	68.8935	74.2407	0.1126	0.9508
Zm00001d048813	Zm00001d048812	3e-88	12_Zea mays	91.7293	91.3858	0.043	0.0988
Zm00001d036568	Zm00001d036567	2e-86	06_Mesangiospermae	77.7778	61.5741	0.0828	0.2109
Zm00001d040579	Zm00001d040578	2e-46	05_Magnoliophyta	32.9193	31.8318	0.5398	58.6984
Zm00001d034017	Zm00001d034015	0.0	05_Magnoliophyta	65.7817	67.8843	0.1912	98.082
Zm00001d032179	Zm00001d032178	6e-116	11_Andropogoneae	67.893	68.5811	0.1587	1.2097
Zm00001d027948	Zm00001d027946	0.0	12_Zea mays	85.1016	85.1016	0.0617	0.4964
Zm00001d022280	Zm00001d022279	6e-144	10_Panicoideae	64.8571	64.6724	0.1926	27.7646
Zm00001d006450	Zm00001d006449	1e-155	09_Poaceae	56.1702	55	0.2866	6.249
Zm00001d012371	Zm00001d012368	0.0	12_Zea mays	99.4203	99.4203	0.0023	0.02
Zm00001d038459	Zm00001d038452	0.0	12_Zea mays	96.2264	83.7438	0.009	0.0145
Zm00001d005378	Zm00001d005377	0.0	12_Zea mays	54.9398	71.6981	0.1641	0.3413
Zm00001d003022	Zm00001d003020	2e-46	12_Zea mays	100	100	0	0
Zm00001d021753	Zm00001d021752	0.0	06_Mesangiospermae	53.8631	66.1247	0.234	2.1426
Zm00001d027540	Zm00001d027539	3e-16	07_Petrosaviidae	44.4444	32.7869	0.3777	171.4682
Zm00001d030235	Zm00001d000072	0.0	10_Panicoideae	64.8371	65.8537	0.2032	1.3324
Zm00001d023554	Zm00001d023548	0.0	12_Zea mays	56.4748	96.6154	0.0156	0.0102
Zm00001d045258	Zm00001d045256	2e-87	12_Zea mays	47.4074	49.8054	0.2798	0.3553
Zm00001d018737	Zm00001d018734	7e-60	03_Embryophyta	50.2959	56.2914	0.2758	1.9308
Zm00001d031988	Zm00001d031986	0.0	12_Zea mays	98.748	98.748	0.0062	0.05
Zm00001d048757	Zm00001d048752	2e-175	12_Zea mays	96.2329	95.5782	0.0162	0.0549
Zm00001d044402	Zm00001d044399	2e-59	12_Zea mays	100	100	0	0
Zm00001d028314	Zm00001d028312	1e-109	09_Poaceae	94.1176	55	0.0355	0.0564
Zm00001d014945	Zm00001d014944	0.0	10_Panicoideae	87.6404	87.8873	0.0517	0.6973
Zm00001d039936	Zm00001d039933	4e-59	09_Poaceae	84.8684	83.7662	0.07	1.618
Zm00001d053632	Zm00001d053630	3e-142	12_Zea mays	100	100	0	0
Zm00001d023575	Zm00001d023570	2e-101	12_Zea mays	89.7727	90.8046	0.0352	0.5473
Zm00001d031157	Zm00001d031155	8e-106	12_Zea mays	100	100	0	0
